id,predicted,text
9697,p,@itvtakeaway why is there no android app?
9701,p,@louiscravings NO OMFG I HAVE AN OPTIMUS ITS COOL RIGHT?? You'll be able to do it won't you  if you have an android?
9704,u,I've harvested 27 of food! http://t.co/uy8oClogWL #android  #androidgames  #gameinsight
9705,u,I've collected 601 gold coins! http://t.co/TA8dIACJ97 #android  #androidgames  #gameinsight
9706,u,I have Quarry on my island! Now my island is even more awesome! http://t.co/0kWiNUFE5H #android  #androidgames  #gameinsight
9708,u,Big screens and Jelly Bean mark Android trends at Mobile World Congress http://t.co/RGlEGiiQOp
9709,u,Start playing Paradise Island on Android http://t.co/ysSYCriqRe #Android #Androidgames #Gameinsight http://t.co/fXRLiMUNOG
9719,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/xdtPvi9Iu3
9720,u,I've harvested 1 019 of food! http://t.co/Q1CU2jl00B #android  #androidgames  #gameinsight
9721,p,Consumed by android....and loving it #devmode
9722,u,Gotta love the customization android offers! http://t.co/1iIsdvUcaE
9727,u,I've collected 3 115 gold coins! http://t.co/TA8dIACJ97 #android  #androidgames  #gameinsight
9728,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/FYjKikwRKm
9752,u,@DakotaDoesDabs Lame times! Good to know though! Check out our working weedtracker deals app for android in the Google play store....
9753,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/svDmRGPjOe
9759,u,I've harvested 1 095 of food! http://t.co/uDQXK8wxA7 #android  #androidgames  #gameinsight
9775,u,I've harvested 1 379 of food! http://t.co/Ua6iZ7CQk9 #android  #androidgames  #gameinsight
9781,p,@myinnervoice yes but photoshop Touch is awesome on Android too ;-)
9796,u,I've collected 1 154 gold coins! http://t.co/kZhDcuRRHr #android  #androidgames  #gameinsight
9797,p,Went to bed and does not want to be disturbed! 2/28 5:10 AM (Sleep as Android)
9809,u,I've harvested 500 of food! http://t.co/pEM4J1qxoe #android  #androidgames  #gameinsight
9834,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/F5vyANK5L6
9859,u,I've harvested 10 of food! http://t.co/5DiQOnD7wm #android  #androidgames  #gameinsight
9863,u,I've collected 750 gold coins! http://t.co/tBvoikBFSz #android  #androidgames  #gameinsight
9872,p,My Mood is 'Irreverent : Showing a lack of respect to things...' Checkout Mood Scanner app on Android http://t.co/H8lkcFTV31. It's Free!!!
9896,u,I've collected 33 200 gold coins! http://t.co/YRmPNBLlRW #android  #androidgames  #gameinsight
9922,p,I've just personalized @SwiftKey for Android with my Twitter posts! Get it free at http://t.co/UvacGQjmoQ
9924,u,I have Mansion on my island! Now my island is even more awesome! http://t.co/AoD6oPyPDe #android  #androidgames  #gameinsight
9928,u,I have completed the quest 'Raze the Murlods` ...' in the #Android game The Tribez. http://t.co/B5QgvsJMq0 #androidgames  #gameinsight
9931,u,I've harvested 220 of food! http://t.co/6XcwTrgWLT #android  #androidgames  #gameinsight
9932,n,@DominickRivera_ wtf hell no lol. Android
9948,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/G94NRBGiZf
9980,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/Njp7MlxCPi
9983,u,I've just received an achievement: Hot dogs fan http://t.co/hqnezviyRa #Android #Androidgames #Gameinsight
10000,u,I've collected 40 gold coins! http://t.co/Jp6wMGdRwp #android  #androidgames  #gameinsight
10001,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/GLPolC6TFv
10002,u,#Google working on experimental 3.8 Linux kernel for Android http://t.co/EjoNFsM0B0 #android #Linux
10003,u,I've just received an achievement: Popular Island! http://t.co/5Xs5Y5qQhS #Android #Androidgames #Gameinsight
10006,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/7hlYb6Na6k
10014,u,I've harvested 20 of food! http://t.co/RGUJy2Wwyi #android  #androidgames  #gameinsight
10028,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/vSURTU6uen
10029,u,I've just received an achievement: Novice http://t.co/mBpya9lLmD #Android #Androidgames #Gameinsight
10030,u,I've harvested 50 of food! http://t.co/RGUJy2Wwyi #android  #androidgames  #gameinsight
10034,u,sorprendentes en Sony. un videowall con 288 moviles xperia sincronizados con android via wifi #MWC2013 http://t.co/2mLyDvyNye
10037,u,Start playing Paradise Island on Android http://t.co/U0nAr4xaFB #Android #Androidgames #Gameinsight http://t.co/6qseBr2hxA
10038,u,I've collected 650 gold coins! http://t.co/Jp6wMGdRwp #android  #androidgames  #gameinsight
10039,u,I have Forester`s Hut on my island! Now my island is even more awesome! http://t.co/0tEwUn6s7o #android  #androidgames  #gameinsight
10041,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/WeeEZXxPU7
10059,n,Top Android Apps to Cleanup and Speedup your Device #android http://t.co/AGDhMZ1rz0
10075,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/IOclNtwjp8
10079,u,Start playing Paradise Island on Android http://t.co/boIU6xAqrA #Android #Androidgames #Gameinsight http://t.co/yX6rKgW4mC
10081,u,I have completed the quest 'Build 10 Fences.' in the #Android game The Tribez. http://t.co/nF27dnMgL1 #androidgames  #gameinsight
10084,u,I've harvested 390 of food! http://t.co/5DiQOnD7wm #android  #androidgames  #gameinsight
10085,u,I've harvested 1 050 of food! http://t.co/ypbeQv8aO8 #android  #androidgames  #gameinsight
10087,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/P1SDvjzW2b
10088,u,I have completed the quest 'Fortune ritual.' in the #Android game The Tribez. http://t.co/v1mlG5VV4Y #androidgames  #gameinsight
10108,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/xoVG7EjZVG
10109,u,I've harvested 340 of food! http://t.co/ZL5rJBi41t #android  #androidgames  #gameinsight
10110,n,I won 5 battles in a row on Android App "ZOOKEEPER BATTLE"! #a_vsz https://t.co/6KU2SIBvsw
10111,u,I've collected 1 035 gold coins! http://t.co/UaXqalWRS1 #android  #androidgames  #gameinsight
10113,u,Google Chrome for Android updated  adds background audio support #android #googleplay  - http://t.co/PbbmImKgZS http://t.co/GK6IjrKbX3
10116,u,I have Expensive House on my island! Now my island is even more awesome! http://t.co/hSHuXstMUA #android  #androidgames  #gameinsight
10117,n,I'm listening to Bossypants (Unabridged) on #Audible for #Android. Get the app free: http://t.co/z91coR7rKg @audible_com
10118,u,I've collected 6 861 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
10119,u,I've collected 6 779 gold coins! http://t.co/Fqehbn4zBU #android  #androidgames  #gameinsight
10134,u,#Goggle #Play has included #Books for indian #Android users. http://t.co/NhOBEXkQMZ
10135,u,I have completed the quest 'Activate the comme...' in the #Android game The Tribez. http://t.co/isd0zgnxff #androidgames  #gameinsight
10136,u,Start playing Paradise Island on Android http://t.co/IzjAcEJpBS #Android #Androidgames #Gameinsight http://t.co/IleOLUbb4W
10139,u,I've earned a new achievement: `Tiller`. Try to beat me in the #Android game The Tribez! http://t.co/LESU4loXvw #androidgames  #gameinsight
10142,u,I've collected 2 375 gold coins! http://t.co/UaXqalWRS1 #android  #androidgames  #gameinsight
10143,u,Start playing Paradise Island on Android http://t.co/boIU6xAqrA #Android #Androidgames #Gameinsight http://t.co/p4vSkhdKLQ
10144,u,I've harvested 40 of food! http://t.co/Oxxs8zatlT #android  #androidgames  #gameinsight
10145,n,@gR_Put android the winner
10147,u,Another stage of development means new buildings  decorations and contract? http://t.co/UaworDFvex #Android #AndroidGames #gameinsight
10158,u,I've collected 10 480 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10159,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/PFhxQHReKG
10160,u,I've harvested 1 200 of food! http://t.co/rgaZVkjwrm #android  #androidgames  #gameinsight
10161,u,I've harvested 1 680 of food! http://t.co/Oxxs8zatlT #android  #androidgames  #gameinsight
10163,u,Start playing Paradise Island on Android http://t.co/4SgkhF79qV #Android #Androidgames #Gameinsight http://t.co/BMxwmwQVJT
10168,u,I've just received an achievement: Amateur Paparazzi http://t.co/mBpya9lLmD #Android #Androidgames #Gameinsight
10170,u,I've collected 10 077 gold coins! http://t.co/ybtexAJWpg #android  #androidgames  #gameinsight
10186,u,I've collected 72 595 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10187,u,Start playing Paradise Island on Android http://t.co/g3uh8bh7vn #Android #Androidgames #Gameinsight http://t.co/oV3eSrmUFh
10188,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/3oz93Vs0TF
10191,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/PCQzuipnDc
10192,u,@UsingYeti11 i try to not use Microsoft or apple products. I use an Android app for Smodcasts  and the built in mp3 player for bonus pods...
10193,u,I have Fence on my island! Now my island is even more awesome! http://t.co/ZitnsEt4H2 #android  #androidgames  #gameinsight
10195,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/7lfLYkPjyH
10197,p,What an awesome android game!!Logic Master FLoW.Try it..! http://t.co/bACd3JXhAp
10208,p,Is there a better mobile experience than stock Android? I don't think so.
10209,p,Is there a better mobile experience than stock Android? I don't think so.
10210,u,I've collected 10 025 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10212,u,New 2 class "Generous mayor" award received! 53 http://t.co/DoOuFv40g6 #android #gameinsight #androidgames
10219,u,I've collected 71 480 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10221,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/WQS2Hs5tLj
10234,p,Android is much better than apple. By a long shot.
10237,u,Just woke up! Sleep as Android Sleep Record  02-27- 9:47 PM - 02-28- 6:04 AM  67% Deep sleep http://t.co/Co4uEHjmwF
10238,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/cxVQWLdNnV
10239,u,I've harvested 240 of food! http://t.co/RGUJy2Wwyi #android  #androidgames  #gameinsight
10240,u,I have completed the quest 'Maximal upgrades o...' in the #Android game The Tribez. http://t.co/p3w6hN4qyY #androidgames  #gameinsight
10244,u,I've harvested 279 of food! http://t.co/jTZOtXkJ2z #android  #androidgames  #gameinsight
10245,u,I've collected 1 993 gold coins! http://t.co/F79fAlatw6 #android  #androidgames  #gameinsight
10248,u,I have Warehouse on my island! Now my island is even more awesome! http://t.co/9sKM18zMq4 #android  #androidgames  #gameinsight
10261,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/PQKvKOkIQA
10262,u,Start playing Paradise Island on Android http://t.co/g3uh8bh7vn #Android #Androidgames #Gameinsight http://t.co/yIe3z6YEOL
10264,u,New #android #app: KANE WWE CHAMPION http://t.co/fcy4Qp4nLq
10265,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/6jME2O0eMr
10267,u,I've collected 83 500 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10292,u,I've collected 630 gold coins! http://t.co/eTgE7eHBtz #android  #androidgames  #gameinsight
10293,u,I've harvested 60 of food! http://t.co/wiIcWGLNjk #android  #androidgames  #gameinsight
10295,u,I've collected 15 gold coins! http://t.co/eTgE7eHBtz #android  #androidgames  #gameinsight
10297,u,Samsung announcedsits new Galaxy tab 8  wit 8inches + stylus &amp; other features. Price shud be release 2nd quarter 2013. #JVtab #Android
10305,u,New #android #app: Hayday Fan App http://t.co/qkYdLB7J9m
10306,u,New #android #app: ITB Mobile Guide 2013 http://t.co/EjQUsXVilA
10310,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/bY4jB0g988
10311,p,Android tweeting right now. I kinda like tweetcaster. #Android
10312,n,@tina_zita might be the case...I think #twitter's Android platform needs repair. Haven't had this problem with any Mac products...very weird
10313,u,I have completed the quest 'Chop down the Big ...' in the #Android game The Tribez. http://t.co/x1ljbIm2d2 #androidgames  #gameinsight
10331,u,I've collected 26 381 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10332,u,I've just received an achievement: Master Paparazzi http://t.co/hD521BdIXE #Android #Androidgames #Gameinsight
10333,u,Still Loving You - Just found Still Loving You by Scorpions on #SoundHound for Android.
http://t.co/8zR2SCACt9
10334,u,Start playing Paradise Island on Android http://t.co/k0BDTT99C9 #Android #Androidgames #Gameinsight http://t.co/g0DumHjptD
10335,u,I have Blooming Tree  on my island! Now my island is even more awesome! http://t.co/KZu2LKcTcl #android  #androidgames  #gameinsight
10336,u,Start playing Paradise Island on Android http://t.co/A05NDUjAHr #Android #Androidgames #Gameinsight http://t.co/v8UolQzOFR
10337,n,Dems Push Assault Weapons Ban  http://t.co/9U43A7eraN - Sent via the FOX News Android App.
10348,p,@Tammy2Tone It's a cool phone but after using #Nokia &amp; #Android for so long ... I know exactly what I want from my phone. Oh well!
10350,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/0blgX65CSI
10352,u,I've collected 52 015 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
10354,u,I have Quarry on my island! Now my island is even more awesome! http://t.co/21IeaD2OvX #android  #androidgames  #gameinsight
10356,u,I've harvested 590 of food! http://t.co/H7vQPvZgQC #android  #androidgames  #gameinsight
10358,u,I've collected 35 405 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10359,u,Google working on experimental 3.8 Linux kernel for Android

http://t.co/EwWGkMlTSR
10380,u,I've collected 743 gold coins! http://t.co/lCDQf7fMWc #android  #androidgames  #gameinsight
10381,u,I've collected 43 170 gold coins! http://t.co/fMIU9SaH0F #android  #androidgames  #gameinsight
10382,u,I've collected 14 817 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10383,u,I've harvested 150 of food! http://t.co/GxlkwKu9FS #android  #androidgames  #gameinsight
10384,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/gANHv8S83w
10387,p,Nokia 1100 has a better battery than Android.
10388,u,New #android #app: SHEAMUS http://t.co/6c9BnEBagw
10391,u,I've collected 16 547 gold coins! http://t.co/S7tW079vdR #android  #androidgames  #gameinsight
10406,u,I've collected 24 820 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10411,u,Android keyboards are tiny! Damn my giant digits! #Android
10412,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/ALXde58Q63
10415,u,I've collected 62 765 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10431,u,I've just finished new quest! I'd love for you to come and get a gift from me! http://t.co/plYFYEjRKP #android #androidgames #gameinsight
10434,u,Start playing Paradise Island on Android http://t.co/k0BDTT99C9 #Android #Androidgames #Gameinsight http://t.co/SqQO43UlZj
10445,u,JVstore sales still on for JVtab 7 and 9.7inch. Android OS  3G SIM  Word Excel ppt pdf skype fb twit whatsap etc. #JVtab #Android #Tablet
10459,u,I've collected 49 450 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10464,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/4AQlrhqR8h
10465,u,I've harvested 290 of food! http://t.co/LEOvbECXuo #android  #androidgames  #gameinsight
10467,p,Oh yes  you do "@TheKohlEyedGirl: I need an android phone."
10469,u,I have completed the quest 'Iron bird.' in the #Android game The Tribez. http://t.co/j3tKUesFIT #androidgames  #gameinsight
10470,u,I have reached level 22 in The Tribez! Join in and try to overtake me! http://t.co/wG21ONoviN #android  #androidgames  #gameinsight
10471,u,I've harvested 430 of food! http://t.co/oLxayLIOCf #android  #androidgames  #gameinsight
10472,u,I've harvested 102 of food! http://t.co/KlWSGckqiS #android  #androidgames  #gameinsight
10488,u,I have completed the quest 'Preparing for trav...' in the #Android game The Tribez. http://t.co/j3tKUesFIT #androidgames  #gameinsight
10491,u,I've collected 32 374 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10494,u,I have completed the quest 'Build a Warehouse.' in the #Android game The Tribez. http://t.co/3eeew9lHsj #androidgames  #gameinsight
10495,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/OFYvYMgLuP
10512,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/a7T6LX6kvl
10537,u,I have completed the quest 'Wood into lumber.' in the #Android game The Tribez. http://t.co/j3tKUesFIT #androidgames  #gameinsight
10542,u,I've harvested 237 of food! http://t.co/KlWSGckqiS #android  #androidgames  #gameinsight
10543,u,I've collected 15 849 gold coins! http://t.co/Y5ashodbQE #android  #androidgames  #gameinsight
10545,u,I have Warehouse on my island! Now my island is even more awesome! http://t.co/qci5dvJWGG #android  #androidgames  #gameinsight
10559,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/0tt3ATKZA7
10561,u,I've just received an achievement: Entrepreneur http://t.co/RQV2OljKtS #Android #Androidgames #Gameinsight
10564,u,I've collected 1 839 gold coins! http://t.co/lCDQf7fMWc #android  #androidgames  #gameinsight
10567,u,I've harvested 650 of food! http://t.co/ltnaQADZMG #android  #androidgames  #gameinsight
10568,u,I've collected 5 664 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10582,u,The "Printing office" collection in Big Business has been completed! 30 http://t.co/DoOuFv40g6 #android #gameinsight #androidgames
10583,u,I've collected 24 680 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10584,p,I've just personalized @SwiftKey for Android with my Twitter posts! Get it free at http://t.co/hIQCX0Cao4
10588,u,Start playing Paradise Island on Android http://t.co/a8obTrHZTO #Android #Androidgames #Gameinsight http://t.co/AFVG7s1mCc
10592,u,I've collected 20 595 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10603,p,Join me in Fashion Story on Android! - I have started playing Fashion Story FREE on Android and I (cont) http://t.co/YIvirMawnx
10604,n,MyBackup Pro is a great app to backup your #Android: https://t.co/RfviyLHcO7
10609,u,I've collected 33 170 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10611,u,I've collected 98 296 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10625,u,I've collected 28 620 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10629,u,I've collected 224 gold coins! http://t.co/Ru848FsyWp #android  #androidgames  #gameinsight
10631,u,I've harvested 1 275 of food! http://t.co/ltnaQADZMG #android  #androidgames  #gameinsight
10632,u,I've collected 16 445 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10633,p,@_Evosi I'm used to android now
10654,u,I've collected 8 188 gold coins! http://t.co/Dr6FREx7gl #android  #androidgames  #gameinsight
10656,u,I've collected 22 130 gold coins! http://t.co/zFFJzko4gZ #android  #androidgames  #gameinsight
10658,n,@aravindavk which is the best and easiest android kannada keyboard. On pc I like google transliteration.
10662,u,I've harvested 240 of food! http://t.co/CVblPEWWHL #android  #androidgames  #gameinsight
10673,u,I've just received an achievement: Good Friend http://t.co/TMAXLrvCOM #Android #Androidgames #Gameinsight
10674,u,I've collected 10 984 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10680,u,@EricCys ohno they are charging for android -.-
10696,n,Olive oil  nuts dietary keys to cut heart risks: study
http://t.co/eOcvJR79if
 - Singapore News Android App
10697,u,Start playing Paradise Island on Android http://t.co/JfxuHwrc7H #Android #Androidgames #Gameinsight http://t.co/hqZy3xwAxi
10699,u,I've collected 44 205 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10700,u,Start playing Paradise Island on Android http://t.co/w9AUffERqz #Android #Androidgames #Gameinsight http://t.co/lCso96Aa7D
10701,u,JVtab 7 inch now come wit stylus pen for handwritten note.With its capacitive screen taking note on your tab is fun. #tablet #android #JVtab
10710,u,I've collected 12 946 gold coins! http://t.co/Y5ashodbQE #android  #androidgames  #gameinsight
10723,u,Start playing Paradise Island on Android http://t.co/boIU6xAqrA #Android #Androidgames #Gameinsight http://t.co/dUSdWqASRG
10728,u,I've harvested 1 050 of food! http://t.co/rgaZVkjwrm #android  #androidgames  #gameinsight
10731,p,Hey @Support i can't send DM any more from my app for Android :(
10743,u,I've collected 86 050 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10751,n,#NowPlaying on @8tracks: "coffeeshop soundtrack" at http://t.co/SKhjzlqtAC - Sent from the 8tracks Android app TRY NYO GUYS 8TRACKS APP.
10780,u,I have completed the quest 'Collect income fro...' in the #Android game The Tribez. http://t.co/QDS7W7f3J6 #androidgames  #gameinsight
10781,p,My phone was on 100 before I went to sleep last night now it's on 85. Stupid Android.
10783,u,I have completed the quest 'Gathering samples.' in the #Android game The Tribez. http://t.co/QDS7W7f3J6 #androidgames  #gameinsight
10785,u,I've harvested 300 of food! http://t.co/ah0hJwdN91 #android  #androidgames  #gameinsight
10786,u,I've collected 2 187 gold coins! http://t.co/ASW16Jmn9h #android  #androidgames  #gameinsight
10808,u,I have completed the quest 'Put up 4 Blooming ...' in the #Android game The Tribez. http://t.co/isd0zgnxff #androidgames  #gameinsight
10812,u,I've collected 10 010 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10815,u,'Abstain' from all appearances of evil. 
 1 Thessalonians 5:22   ~ Shared via #Bible #Commands #Android #app(Free). - http://t.co/BFGCjvWCoQ
10835,u,I've harvested 980 of food! http://t.co/zcNd8tumpX #android  #androidgames  #gameinsight
10837,u,I've collected 2 790 gold coins! http://t.co/BrLGJA1l4h #android  #androidgames  #gameinsight
10838,u,I have Marble Pit on my island! Now my island is even more awesome! http://t.co/Y9osyCQ9kh #android  #androidgames  #gameinsight
10839,u,I have Nice Hut on my island! Now my island is even more awesome! http://t.co/Y9osyCQ9kh #android  #androidgames  #gameinsight
10843,p,@Mumbaifreak @TheKohlEyedGirl Yes yes  everyone needs an android phone!
10844,u,I've harvested 20 of food! http://t.co/J32ycVJsLy #android  #androidgames  #gameinsight
10845,u,I've collected 42 gold coins! http://t.co/fkSjZ4n7yV #android  #androidgames  #gameinsight
10846,u,I've collected 86 150 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10861,u,I've harvested 60 of food! http://t.co/cKhy2d5JsT #android  #androidgames  #gameinsight
10865,u,I've collected 13 300 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10867,n,#RealRacing3 di #ElectronicArts per #Android https://t.co/ROwpBDtFMp
10870,u,I've collected 12 700 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
10871,u,I've collected 2 010 gold coins! http://t.co/icvrrEeW3o #android  #androidgames  #gameinsight
10872,p,Android start to spam my notification  argh! Irritating sia. If only  i know which game makes this ads  i would deleted it already.
10874,u,I've collected 22 500 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10883,u,I've harvested 180 of food! http://t.co/cKhy2d5JsT #android  #androidgames  #gameinsight
10886,u,Start playing Paradise Island on Android http://t.co/DN1Iv2Lwx4 #Android #Androidgames #Gameinsight http://t.co/QH2XKMDuRn
10888,n,Any android user that updated their phone version to 4.1.3?
10890,u,Android OS is just the best
10892,u,I've collected 9 070 gold coins! http://t.co/BrLGJA1l4h #android  #androidgames  #gameinsight
10894,u,I've collected 16 800 gold coins! http://t.co/MmUKTZVJpA #android  #androidgames  #gameinsight
10895,u,Start playing Paradise Island on Android http://t.co/TIQpEZhk3Q #Android #Androidgames #Gameinsight http://t.co/JKGYaAIKsb
10939,u,I've collected 131 gold coins! http://t.co/fkSjZ4n7yV #android  #androidgames  #gameinsight
10941,u,I've collected 66 gold coins! http://t.co/2gb3MsQPke #android  #androidgames  #gameinsight
10944,u,Factories can hardly keep up with orders in Mayor's country!  http://t.co/8RcPub1OwG #Android #AndroidGames #gameinsight
10945,u,Start playing Paradise Island on Android http://t.co/GHEc5aKc7e #Android #Androidgames #Gameinsight http://t.co/1FxaYtPr2L
10974,u,I've earned a new achievement: `Bather`. Try to beat me in the #Android game The Tribez! http://t.co/bx3eXMveZ9 #androidgames  #gameinsight
10977,u,I've harvested 47 of food! http://t.co/5G1e8jxk0j #android  #androidgames  #gameinsight
10978,u,I've collected 118 gold coins! http://t.co/TK1DzKrmJu #android  #androidgames  #gameinsight
10979,u,I have completed the quest 'Upgrade the Main B...' in the #Android game The Tribez. http://t.co/rXzdZGYtXX #androidgames  #gameinsight
10980,u,Start playing Paradise Island on Android http://t.co/GHEc5aKc7e #Android #Androidgames #Gameinsight http://t.co/lUl3mY8fEl
10981,u,I got 1 110 280 points while escaping from demon monkeys in @TempleRun for Android. Beat that! http://t.co/sDsRC2TQwW
10984,u,I've harvested 1 060 of food! http://t.co/zcNd8tumpX #android  #androidgames  #gameinsight
10994,u,I have completed the quest 'Find 3 suitable pu...' in the #Android game The Tribez. http://t.co/NJ9gou68ty #androidgames  #gameinsight
10999,u,Start playing Paradise Island on Android http://t.co/GHEc5aKc7e #Android #Androidgames #Gameinsight http://t.co/87aBcZSI38
11001,u,I've collected 23 410 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11003,p,Libratone speakers get an Android app to call their own - Engadget http://t.co/bm5n9jXEkf
11004,p,Home sweet Android emang :-)
11029,u,I've collected 13 450 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11033,p,So whats the easiest kannada keyboard on Android? I like Google transliteration on web n pc.
11035,u,I've harvested 130 of food! http://t.co/MBhFqJkIge #android  #androidgames  #gameinsight
11039,u,I've collected 15 215 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11040,u,I've harvested 240 of food! http://t.co/kPbn9t3m0I #android  #androidgames  #gameinsight
11062,u,I have discovered Marvin the ZX Spectrum emulator for Android. It links into World Of Spectrum for the games. This pleases me immensely.
11063,u,Start playing Paradise Island on Android http://t.co/GHEc5aKc7e #Android #Androidgames #Gameinsight http://t.co/mwJcNi1Kf2
11064,u,I've collected 17 900 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11065,n,@DealExtremeFans I'm one of the many android users here
11067,u,I've harvested 110 of food! http://t.co/5G1e8jxk0j #android  #androidgames  #gameinsight
11078,u,I've collected 21 000 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11083,u,Big screens and Jelly Bean mark Android trends at Mobile World Congress

http://t.co/VZo5hp2dr5
11091,u,I've collected 16 250 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11107,u,I've collected 38 450 gold coins! http://t.co/zkLCKuuzpx #android  #androidgames  #gameinsight
11112,n,the tumblr app for android is confusin it shows the messages i already answered in the inbox.. shouldn't they disappear after answering? ???_???
11115,u,I've collected 2 335 gold coins! http://t.co/fXI0S3mYGx #android  #androidgames  #gameinsight
